facility_name,name_url,county,epa_class_simple,srn,violation_count,most_recent_vn
INNOTEC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1126' target='_blank'>INNOTEC</a>,Ottawa,True Minor ,P1126,1.0,2022-04-15
"EAST JORDAN FOUNDRY, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6052' target='_blank'>EAST JORDAN FOUNDRY, LLC</a>",Antrim,Major ,N6052,1.0,2022-04-22
IRWIN SEATING COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B0333' target='_blank'>IRWIN SEATING COMPANY</a>,Kent,True Minor ,B0333,1.0,2021-09-30
AZON USA INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3124' target='_blank'>AZON USA INC</a>,Kalamazoo,True Minor ,N3124,1.0,2021-09-24
"CENTENNIAL COATINGS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A5814' target='_blank'>CENTENNIAL COATINGS, LLC</a>",Ottawa,True Minor ,A5814,1.0,2021-07-12
"HUTCHINSON ANTIVIBRATION SYSTEMS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=E5094' target='_blank'>HUTCHINSON ANTIVIBRATION SYSTEMS, INC.</a>",Kent,Major ,E5094,1.0,2021-09-23
LAKELAND MONROE GROUP - PLANT 2,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7645' target='_blank'>LAKELAND MONROE GROUP - PLANT 2</a>,Kent,Synthetic Minor ,N7645,1.0,2021-07-15
"BUCKEYE TERMINALS, LLC-MARSHALL TERMINAL","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B9052' target='_blank'>BUCKEYE TERMINALS, LLC-MARSHALL TERMINAL</a>",Calhoun,Synthetic Minor ,B9052,1.0,2021-07-19
"COMPASSIONATE ADVISORS-PINCANNA, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1098' target='_blank'>COMPASSIONATE ADVISORS-PINCANNA, LLC</a>",Bay,True Minor ,P1098,1.0,2021-07-23
STATE HEAT TREATING COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1208' target='_blank'>STATE HEAT TREATING COMPANY</a>,Kent,True Minor ,P1208,1.0,2021-07-27
KENT FOUNDRY CO.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1737' target='_blank'>KENT FOUNDRY CO.</a>,Montcalm,Synthetic Minor ,B1737,1.0,2021-07-29
MARQUETTE BRANCH PRISON,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=K2153' target='_blank'>MARQUETTE BRANCH PRISON</a>,Marquette,Synthetic Minor ,K2153,1.0,2021-08-05
STEELCASE INC.- KENTWOOD COMPLEX,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0677' target='_blank'>STEELCASE INC.- KENTWOOD COMPLEX</a>,Kent,Major ,N0677,1.0,2021-08-06
FCA US LLC STERLING HEIGHTS ASSEMBLY PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7248' target='_blank'>FCA US LLC STERLING HEIGHTS ASSEMBLY PLANT</a>,Macomb,Major ,B7248,1.0,2021-08-09
STELMI AMERICA LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7166' target='_blank'>STELMI AMERICA LLC</a>,Calhoun,True Minor ,N7166,1.0,2021-08-09
PERRY MOUNT PARK CEMETERY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3768' target='_blank'>PERRY MOUNT PARK CEMETERY</a>,Oakland,True Minor ,N3768,1.0,2021-08-10
MOLD MASTERS LIMITED,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0609' target='_blank'>MOLD MASTERS LIMITED</a>,Oakland,True Minor ,P0609,1.0,2023-09-22
MUNSON MEDICAL CENTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=D5884' target='_blank'>MUNSON MEDICAL CENTER</a>,Grand Traverse,True Minor ,D5884,1.0,2021-08-10
NORTH SHORE MARINE TERMINAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2969' target='_blank'>NORTH SHORE MARINE TERMINAL</a>,Delta,True Minor ,N2969,1.0,2021-08-17
DETROIT WATER AND SEWERAGE - CITY OF DETROIT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4845' target='_blank'>DETROIT WATER AND SEWERAGE - CITY OF DETROIT</a>,Wayne,Synthetic Minor ,M4845,1.0,2021-08-20
MUSASHI AUTO PARTS - MICHIGAN INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2074' target='_blank'>MUSASHI AUTO PARTS - MICHIGAN INC.</a>,Calhoun,True Minor ,N2074,1.0,2021-08-23
COBRA SUMMERFIELD BOOSTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0568' target='_blank'>COBRA SUMMERFIELD BOOSTER</a>,Clare,True Minor ,P0568,1.0,2021-08-31
UNIVERSITY OF MICHIGAN,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M0675' target='_blank'>UNIVERSITY OF MICHIGAN</a>,Washtenaw,Major ,M0675,1.0,2021-09-02
TLC CREMATORY COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1133' target='_blank'>TLC CREMATORY COMPANY</a>,Kent,True Minor ,P1133,1.0,2021-09-02
H.C. STARCK SOLUTIONS COLDWATER LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1523' target='_blank'>H.C. STARCK SOLUTIONS COLDWATER LLC</a>,Branch,Synthetic Minor ,B1523,1.0,2021-09-07
POLLARD (U.S.) LTD,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1622' target='_blank'>POLLARD (U.S.) LTD</a>,Washtenaw,Synthetic Minor ,N1622,1.0,2021-09-08
CREATIVE MERCHANDISING SYSTEMS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8194' target='_blank'>CREATIVE MERCHANDISING SYSTEMS INC</a>,Kent,True Minor ,N8194,1.0,2021-09-09
"WASTE MANAGEMENT OF MICHIGAN, INC. – AUTUMN HILLS","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6006' target='_blank'>WASTE MANAGEMENT OF MICHIGAN, INC. – AUTUMN HILLS</a>",Ottawa,Major ,N6006,1.0,2021-09-10
"NUGENT SAND CO., INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7270' target='_blank'>NUGENT SAND CO., INC.</a>",Muskegon,True Minor ,N7270,1.0,2021-09-10
"SUSPA, INC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3354' target='_blank'>SUSPA, INC</a>",Kent,True Minor ,N3354,1.0,2021-09-13
SUNSET MEMORIAL GARDENS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7125' target='_blank'>SUNSET MEMORIAL GARDENS</a>,Ionia,True Minor ,N7125,1.0,2021-09-14
"WKW EXTRUSION, ERBSLOEH ALUMINUM SOLUTIONS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2170' target='_blank'>WKW EXTRUSION, ERBSLOEH ALUMINUM SOLUTIONS, INC.</a>",Kalamazoo,True Minor ,N2170,1.0,2021-09-16
WEBASTO SUNROOFS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1276' target='_blank'>WEBASTO SUNROOFS INC</a>,Oakland,Synthetic Minor ,N1276,1.0,2021-09-21
G-M WOOD PRDUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0477' target='_blank'>G-M WOOD PRDUCTS</a>,Newaygo,True Minor ,P0477,1.0,2021-09-22
"GREAT LAKES CREMATION SERVICE, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0580' target='_blank'>GREAT LAKES CREMATION SERVICE, LLC</a>",Genesee,True Minor ,P0580,1.0,2021-09-23
"GRAPHIC PACKAGING INTERNATIONAL, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1534' target='_blank'>GRAPHIC PACKAGING INTERNATIONAL, LLC</a>",Calhoun,Major ,B1534,1.0,2018-01-04
